Neighbourhood Name,Latitude,Longitude,Violation_Type,Reported_Month,Reported_Year,QRT,Preschool,Kindergarten,Gr7_Gr9,Gr10_Gr12,Post_Secondary,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,actual values,predicted
BISSET,53.458905,-113.400659,Robbery,October,2016,Q4,194.0,234.0,106.0,83.0,94.0,111.0,204.0,1123.0,224.0,281.0,45.0,1247.0,74.0,189.0,183.0,62.0,42.0,27.0,5.0,7.0,782.0,1,1.1
LA PERLE,53.533088,-113.640709,Robbery,April,2016,Q2,210.0,288.0,132.0,113.0,129.0,149.0,272.0,1321.0,172.0,454.0,63.0,1544.0,229.0,293.0,282.0,129.0,76.0,64.0,23.0,12.0,845.0,1,1.26
OVERLANDERS,53.581011,-113.388176,Assault,July,2016,Q3,156.0,188.0,57.0,39.0,35.0,56.0,115.0,834.0,188.0,183.0,38.0,1048.0,129.0,207.0,192.0,60.0,38.0,20.0,3.0,7.0,571.0,2,1.762
ATHLONE,53.588026,-113.550982,Assault,November,2016,Q4,90.0,147.0,74.0,76.0,100.0,65.0,175.0,954.0,112.0,280.0,34.0,1051.0,101.0,170.0,203.0,81.0,55.0,46.0,7.0,10.0,475.0,2,1.934
SATOO,53.446373,-113.458892,Assault,April,2016,Q2,122.0,200.0,92.0,108.0,90.0,82.0,187.0,979.0,133.0,403.0,23.0,863.0,73.0,160.0,228.0,100.0,70.0,39.0,13.0,11.0,531.0,3,1.534
DOVERCOURT,53.575727,-113.559534,Assault,May,2016,Q2,86.0,125.0,39.0,31.0,22.0,36.0,118.0,782.0,94.0,254.0,26.0,502.0,61.0,160.0,159.0,87.0,45.0,48.0,15.0,6.0,285.0,1,1.112
MAYFIELD,53.555018,-113.59817,Assault,May,2016,Q2,56.0,86.0,32.0,43.0,23.0,29.0,91.0,504.0,84.0,201.0,35.0,779.0,46.0,110.0,90.0,39.0,27.0,16.0,10.0,4.0,523.0,2,1.5
HAZELDEAN,53.504206,-113.477889,Assault,April,2016,Q2,114.0,194.0,82.0,52.0,100.0,60.0,211.0,1115.0,144.0,304.0,27.0,870.0,83.0,202.0,203.0,96.0,81.0,60.0,12.0,7.0,604.0,2,1.522
ALDERGROVE,53.516888,-113.641242,Assault,March,2016,Q1,290.0,348.0,126.0,108.0,168.0,113.0,271.0,1711.0,223.0,451.0,61.0,1110.0,119.0,266.0,284.0,135.0,72.0,49.0,22.0,12.0,952.0,1,2.014
WEST JASPER PLACE,53.53663,-113.584144,Assault,June,2016,Q2,85.0,80.0,32.0,38.0,41.0,89.0,139.0,770.0,148.0,268.0,40.0,1338.0,169.0,309.0,83.0,27.0,22.0,14.0,7.0,4.0,839.0,6,3.27
OTTEWELL,53.531285,-113.430746,Robbery,November,2016,Q4,194.0,231.0,112.0,136.0,151.0,114.0,319.0,1613.0,167.0,943.0,48.0,1701.0,200.0,314.0,361.0,181.0,135.0,132.0,45.0,33.0,1088.0,1,1.654
ALBANY,53.632382,-113.549464,Robbery,November,2016,Q4,100.0,69.0,22.0,4.0,29.0,45.0,50.0,417.0,40.0,46.0,16.0,445.0,10.0,56.0,63.0,30.0,9.0,14.0,13.0,3.0,350.0,1,1.228
ORMSBY PLACE,53.499106,-113.642761,Assault,October,2016,Q4,176.0,280.0,125.0,119.0,179.0,90.0,326.0,1433.0,185.0,392.0,45.0,2014.0,107.0,216.0,246.0,117.0,96.0,97.0,41.0,34.0,946.0,3,1.58
MCCAULEY,53.554605,-113.485098,Sexual Assaults,March,2016,Q1,103.0,108.0,48.0,42.0,94.0,54.0,199.0,670.0,296.0,403.0,147.0,2635.0,530.0,214.0,135.0,30.0,14.0,13.0,8.0,0.0,1401.0,1,5.862
WEST MEADOWLARK PARK,53.525605,-113.609059,Assault,January,2016,Q1,102.0,100.0,60.0,35.0,47.0,30.0,134.0,623.0,97.0,250.0,27.0,1769.0,60.0,116.0,99.0,44.0,25.0,13.0,3.0,0.0,1110.0,3,2.738
SAKAW,53.44198,-113.428828,Assault,May,2016,Q2,165.0,297.0,149.0,133.0,97.0,118.0,232.0,1446.0,202.0,462.0,45.0,638.0,317.0,244.0,242.0,81.0,38.0,44.0,15.0,3.0,397.0,1,1.386
RAPPERSWILL,53.635411,-113.535029,Sexual Assaults,August,2016,Q3,94.0,97.0,36.0,28.0,28.0,25.0,61.0,453.0,32.0,30.0,2.0,1141.0,3.0,46.0,127.0,73.0,64.0,50.0,14.0,18.0,337.0,1,1.046
BALWIN,53.587951,-113.455075,Robbery,April,2016,Q2,192.0,240.0,85.0,74.0,65.0,81.0,206.0,823.0,303.0,382.0,76.0,1295.0,321.0,282.0,175.0,53.0,35.0,12.0,8.0,4.0,654.0,1,1.854
KENNEDALE INDUSTRIAL,53.590871,-113.423376,Assault,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.346
BELLE RIVE,53.6223,-113.473596,Sexual Assaults,February,2016,Q1,94.0,207.0,118.0,142.0,172.0,94.0,195.0,1179.0,100.0,355.0,24.0,1054.0,62.0,174.0,203.0,87.0,51.0,62.0,20.0,16.0,487.0,1,1.33
BELMEAD,53.525603,-113.641015,Assault,March,2016,Q1,151.0,272.0,143.0,121.0,123.0,108.0,247.0,1225.0,146.0,434.0,56.0,1599.0,131.0,231.0,201.0,102.0,65.0,52.0,25.0,10.0,825.0,1,2.146
TIPASKAN,53.461895,-113.458,Robbery,May,2016,Q2,178.0,261.0,99.0,83.0,90.0,96.0,163.0,929.0,189.0,227.0,39.0,606.0,163.0,204.0,184.0,54.0,43.0,18.0,9.0,9.0,324.0,1,1.078
BONNIE DOON,53.525337,-113.467111,Robbery,January,2016,Q1,149.0,174.0,67.0,66.0,187.0,63.0,230.0,1313.0,152.0,497.0,39.0,1602.0,256.0,228.0,225.0,115.0,74.0,79.0,40.0,59.0,1056.0,2,1.656
CAERNARVON,53.6119,-113.526402,Sexual Assaults,September,2016,Q3,151.0,231.0,111.0,67.0,60.0,100.0,164.0,935.0,138.0,440.0,38.0,1904.0,82.0,208.0,210.0,75.0,40.0,23.0,7.0,4.0,967.0,1,1.742
BERGMAN,53.579564,-113.409667,Robbery,September,2016,Q3,39.0,74.0,41.0,45.0,33.0,52.0,74.0,474.0,55.0,188.0,19.0,459.0,39.0,86.0,69.0,39.0,26.0,22.0,11.0,7.0,265.0,1,1.07
HOMESTEADER,53.58472,-113.406459,Robbery,August,2016,Q3,208.0,311.0,126.0,88.0,70.0,104.0,174.0,985.0,185.0,299.0,49.0,946.0,126.0,242.0,222.0,81.0,45.0,24.0,14.0,6.0,513.0,1,1.702
WESTMOUNT,53.549995,-113.539976,Assault,January,2016,Q1,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,1,3.824
GLENWOOD,53.536417,-113.60277,Assault,September,2016,Q3,176.0,244.0,102.0,93.0,85.0,78.0,248.0,1302.0,225.0,647.0,78.0,1701.0,404.0,435.0,251.0,83.0,34.0,26.0,6.0,2.0,943.0,3,3.982
DUNLUCE,53.621473,-113.530183,Robbery,January,2016,Q1,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,1,1.496
UNIVERSITY OF ALBERTA,53.523577,-113.522847,Sexual Assaults,November,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.41
CLAREVIEW TOWN CENTRE,53.601948,-113.406891,Robbery,January,2016,Q1,142.0,137.0,49.0,33.0,140.0,70.0,172.0,888.0,129.0,93.0,20.0,1462.0,99.0,161.0,190.0,92.0,31.0,24.0,7.0,4.0,814.0,5,1.778
STRATHCONA JUNCTION,53.5082,-113.49469,Robbery,July,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.136
MILL WOODS TOWN CENTRE,53.456458,-113.42748,Robbery,October,2016,Q4,40.0,35.0,12.0,7.0,10.0,23.0,59.0,279.0,54.0,345.0,22.0,294.0,180.0,185.0,65.0,17.0,8.0,0.0,0.0,2.0,138.0,2,2.07
ABBOTTSFIELD,53.574143,-113.388758,Robbery,March,2016,Q1,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,1,1.552
CALLINGWOOD NORTH,53.507598,-113.623025,Sexual Assaults,February,2016,Q1,152.0,167.0,56.0,37.0,56.0,52.0,117.0,882.0,134.0,177.0,29.0,517.0,126.0,247.0,207.0,50.0,14.0,8.0,5.0,2.0,450.0,1,1.272
BELVEDERE,53.591057,-113.436063,Assault,May,2016,Q2,189.0,227.0,98.0,93.0,99.0,115.0,209.0,1112.0,219.0,508.0,103.0,2197.0,343.0,326.0,239.0,74.0,38.0,20.0,10.0,6.0,1319.0,5,5.026
BATURYN,53.63098,-113.504339,Robbery,June,2016,Q2,152.0,248.0,130.0,108.0,102.0,122.0,192.0,1339.0,170.0,531.0,52.0,1772.0,33.0,138.0,202.0,101.0,46.0,26.0,7.0,4.0,1191.0,1,1.162
CANORA,53.546193,-113.584215,Robbery,June,2016,Q2,98.0,120.0,39.0,31.0,39.0,51.0,111.0,674.0,187.0,194.0,74.0,1556.0,120.0,151.0,97.0,32.0,21.0,7.0,3.0,3.0,1076.0,1,2.106
ERMINESKIN,53.457639,-113.505728,Assault,October,2016,Q4,206.0,222.0,102.0,89.0,177.0,131.0,254.0,1580.0,225.0,800.0,49.0,1406.0,367.0,531.0,322.0,94.0,60.0,45.0,28.0,11.0,986.0,2,2.028
TWEDDLE PLACE,53.47837,-113.45916,Robbery,March,2016,Q1,116.0,212.0,66.0,52.0,62.0,52.0,108.0,472.0,82.0,252.0,18.0,1792.0,43.0,98.0,93.0,40.0,29.0,24.0,4.0,1.0,773.0,1,1.144
HOLLICK-KENYON,53.622244,-113.422288,Assault,September,2016,Q3,390.0,502.0,197.0,178.0,195.0,193.0,319.0,2025.0,191.0,350.0,39.0,1557.0,81.0,255.0,384.0,233.0,125.0,145.0,54.0,32.0,765.0,3,1.508
CORONET INDUSTRIAL,53.493966,-113.478976,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.394
CALDER,53.588056,-113.528872,Robbery,June,2016,Q2,161.0,183.0,63.0,66.0,68.0,96.0,151.0,940.0,186.0,316.0,91.0,1683.0,239.0,221.0,190.0,70.0,43.0,19.0,7.0,5.0,955.0,1,1.64
KERNOHAN,53.5894,-113.380164,Assault,May,2016,Q2,131.0,150.0,67.0,65.0,44.0,87.0,95.0,908.0,123.0,453.0,37.0,832.0,57.0,152.0,173.0,78.0,44.0,38.0,9.0,8.0,614.0,1,1.206
CAERNARVON,53.6119,-113.526402,Robbery,March,2016,Q1,151.0,231.0,111.0,67.0,60.0,100.0,164.0,935.0,138.0,440.0,38.0,1904.0,82.0,208.0,210.0,75.0,40.0,23.0,7.0,4.0,967.0,2,1.24
RUNDLE HEIGHTS,53.563221,-113.391922,Sexual Assaults,October,2016,Q4,93.0,151.0,99.0,51.0,42.0,90.0,107.0,849.0,140.0,282.0,62.0,1443.0,129.0,433.0,206.0,34.0,23.0,14.0,2.0,1.0,544.0,1,1.22
GREENFIELD,53.471073,-113.527505,Robbery,May,2016,Q2,119.0,203.0,118.0,118.0,153.0,86.0,218.0,961.0,86.0,616.0,20.0,989.0,57.0,146.0,214.0,125.0,80.0,78.0,44.0,29.0,628.0,1,1.034
ATHLONE,53.588026,-113.550982,Assault,February,2016,Q1,90.0,147.0,74.0,76.0,100.0,65.0,175.0,954.0,112.0,280.0,34.0,1051.0,101.0,170.0,203.0,81.0,55.0,46.0,7.0,10.0,475.0,1,1.868
EVERGREEN,53.632277,-113.350484,Assault,December,2016,Q4,48.0,59.0,31.0,14.0,5.0,31.0,31.0,351.0,51.0,147.0,39.0,697.0,60.0,87.0,55.0,26.0,14.0,3.0,2.0,0.0,439.0,1,1.59
CALDER,53.588056,-113.528872,Robbery,October,2016,Q4,161.0,183.0,63.0,66.0,68.0,96.0,151.0,940.0,186.0,316.0,91.0,1683.0,239.0,221.0,190.0,70.0,43.0,19.0,7.0,5.0,955.0,1,1.74
LAGO LINDO,53.636039,-113.484647,Assault,January,2016,Q1,125.0,217.0,80.0,68.0,105.0,94.0,184.0,1102.0,117.0,393.0,24.0,1424.0,53.0,147.0,236.0,115.0,77.0,87.0,25.0,15.0,614.0,1,1.32
ALBERTA AVENUE,53.568485,-113.485119,Homicide,April,2016,Q2,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,1,5.17
MCCAULEY,53.554605,-113.485098,Assault,June,2016,Q2,103.0,108.0,48.0,42.0,94.0,54.0,199.0,670.0,296.0,403.0,147.0,2635.0,530.0,214.0,135.0,30.0,14.0,13.0,8.0,0.0,1401.0,31,17.396
BONNIE DOON,53.525337,-113.467111,Assault,June,2016,Q2,149.0,174.0,67.0,66.0,187.0,63.0,230.0,1313.0,152.0,497.0,39.0,1602.0,256.0,228.0,225.0,115.0,74.0,79.0,40.0,59.0,1056.0,3,3.692
PARKDALE,53.565716,-113.47135,Robbery,September,2016,Q3,97.0,104.0,44.0,35.0,92.0,82.0,150.0,774.0,126.0,270.0,77.0,1481.0,253.0,209.0,192.0,48.0,17.0,6.0,3.0,2.0,872.0,4,2.068
KINISKI GARDENS,53.475924,-113.403303,Assault,January,2016,Q1,246.0,342.0,190.0,169.0,168.0,160.0,313.0,2025.0,254.0,349.0,57.0,1807.0,72.0,238.0,424.0,209.0,121.0,101.0,42.0,30.0,953.0,2,1.516
DUGGAN,53.47151,-113.506058,Assault,April,2016,Q2,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,1,1.494
BELGRAVIA,53.511796,-113.532729,Sexual Assaults,January,2016,Q1,93.0,142.0,64.0,45.0,325.0,46.0,171.0,671.0,62.0,337.0,21.0,357.0,96.0,74.0,113.0,58.0,59.0,47.0,63.0,102.0,308.0,1,1.218
POLLARD MEADOWS,53.449115,-113.413032,Assault,January,2016,Q1,251.0,315.0,108.0,101.0,79.0,211.0,145.0,1154.0,143.0,294.0,44.0,1725.0,134.0,269.0,202.0,75.0,30.0,21.0,5.0,1.0,836.0,1,3.22
WELLINGTON,53.595833,-113.552695,Assault,June,2016,Q2,111.0,188.0,70.0,72.0,57.0,70.0,131.0,834.0,151.0,386.0,39.0,1021.0,101.0,181.0,197.0,51.0,31.0,23.0,4.0,2.0,590.0,1,2.278
AMBLESIDE,53.430642,-113.600677,Assault,September,2016,Q3,367.0,280.0,74.0,43.0,119.0,129.0,203.0,1592.0,142.0,228.0,10.0,1250.0,67.0,196.0,284.0,168.0,124.0,164.0,71.0,66.0,1066.0,1,1.272
BELMONT,53.593124,-113.394379,Assault,January,2016,Q1,268.0,397.0,137.0,116.0,79.0,143.0,237.0,1455.0,292.0,475.0,58.0,1565.0,132.0,263.0,231.0,125.0,68.0,51.0,7.0,11.0,1070.0,3,1.518
ROSSLYN,53.595758,-113.504287,Assault,July,2016,Q3,97.0,194.0,56.0,57.0,42.0,68.0,180.0,806.0,210.0,721.0,43.0,501.0,251.0,185.0,185.0,99.0,42.0,10.0,6.0,1.0,522.0,3,1.734
CENTRAL MCDOUGALL,53.553332,-113.501068,Robbery,April,2016,Q2,155.0,121.0,30.0,27.0,145.0,89.0,279.0,1249.0,325.0,238.0,160.0,2093.0,610.0,435.0,172.0,32.0,17.0,7.0,2.0,4.0,1714.0,4,6.154
RUNDLE HEIGHTS,53.563221,-113.391922,Assault,October,2016,Q4,93.0,151.0,99.0,51.0,42.0,90.0,107.0,849.0,140.0,282.0,62.0,1443.0,129.0,433.0,206.0,34.0,23.0,14.0,2.0,1.0,544.0,1,2.652
BOYLE STREET,53.547631,-113.479263,Robbery,March,2016,Q1,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,3,2.226
GIRARD INDUSTRIAL,53.51117,-113.437724,Assault,December,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.434
CASSELMAN,53.611349,-113.424132,Assault,September,2016,Q3,234.0,243.0,121.0,113.0,115.0,100.0,199.0,1267.0,153.0,337.0,63.0,700.0,175.0,283.0,265.0,93.0,55.0,33.0,14.0,2.0,467.0,2,1.54
BARANOW,53.605734,-113.536103,Assault,June,2016,Q2,63.0,41.0,16.0,4.0,23.0,30.0,42.0,309.0,42.0,210.0,17.0,980.0,144.0,143.0,94.0,18.0,11.0,5.0,2.0,3.0,555.0,1,1.332
WEST JASPER PLACE,53.53663,-113.584144,Sexual Assaults,August,2016,Q3,85.0,80.0,32.0,38.0,41.0,89.0,139.0,770.0,148.0,268.0,40.0,1338.0,169.0,309.0,83.0,27.0,22.0,14.0,7.0,4.0,839.0,3,1.724
EDMONTON NORTHLANDS,53.568372,-113.456446,Assault,July,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.936
CALLINGWOOD NORTH,53.507598,-113.623025,Assault,February,2016,Q1,152.0,167.0,56.0,37.0,56.0,52.0,117.0,882.0,134.0,177.0,29.0,517.0,126.0,247.0,207.0,50.0,14.0,8.0,5.0,2.0,450.0,1,1.684
LAURIER HEIGHTS,53.514255,-113.569332,Assault,December,2016,Q4,86.0,192.0,76.0,72.0,108.0,76.0,176.0,813.0,43.0,566.0,14.0,612.0,35.0,103.0,113.0,88.0,66.0,88.0,62.0,92.0,568.0,1,1.362
TAWA,53.461933,-113.427712,Assault,January,2016,Q1,67.0,77.0,36.0,34.0,30.0,38.0,96.0,540.0,68.0,340.0,17.0,689.0,91.0,166.0,146.0,35.0,22.0,17.0,2.0,1.0,456.0,2,3.16
BELVEDERE,53.591057,-113.436063,Robbery,December,2016,Q4,189.0,227.0,98.0,93.0,99.0,115.0,209.0,1112.0,219.0,508.0,103.0,2197.0,343.0,326.0,239.0,74.0,38.0,20.0,10.0,6.0,1319.0,1,1.838
ALLENDALE,53.502277,-113.504821,Assault,August,2016,Q3,55.0,59.0,46.0,36.0,90.0,33.0,87.0,645.0,66.0,197.0,22.0,1403.0,66.0,112.0,123.0,59.0,30.0,33.0,11.0,9.0,815.0,2,1.66
KENSINGTON,53.595863,-113.528924,Assault,June,2016,Q2,85.0,122.0,47.0,42.0,35.0,74.0,106.0,660.0,112.0,772.0,32.0,1762.0,119.0,162.0,148.0,51.0,28.0,19.0,7.0,3.0,1102.0,2,1.786
MONTROSE,53.575116,-113.44223,Assault,June,2016,Q2,110.0,131.0,83.0,61.0,47.0,48.0,128.0,1013.0,162.0,346.0,76.0,1104.0,171.0,236.0,224.0,74.0,19.0,18.0,8.0,4.0,712.0,4,3.234
HIGHLANDS,53.565999,-113.430171,Robbery,January,2016,Q1,94.0,139.0,38.0,53.0,70.0,39.0,147.0,915.0,95.0,420.0,25.0,510.0,72.0,137.0,170.0,108.0,74.0,70.0,36.0,35.0,500.0,3,1.656
LANSDOWNE,53.486625,-113.545997,Assault,June,2016,Q2,52.0,89.0,39.0,29.0,71.0,26.0,97.0,426.0,50.0,206.0,10.0,146.0,27.0,52.0,66.0,28.0,19.0,37.0,21.0,33.0,235.0,1,1.268
BELGRAVIA,53.511796,-113.532729,Sexual Assaults,May,2016,Q2,93.0,142.0,64.0,45.0,325.0,46.0,171.0,671.0,62.0,337.0,21.0,357.0,96.0,74.0,113.0,58.0,59.0,47.0,63.0,102.0,308.0,1,1.188
BANNERMAN,53.60395,-113.378624,Robbery,December,2016,Q4,181.0,265.0,108.0,101.0,55.0,66.0,242.0,1072.0,217.0,293.0,70.0,359.0,172.0,239.0,280.0,111.0,43.0,41.0,9.0,7.0,255.0,1,1.682
SPRUCE AVENUE,53.564635,-113.499502,Assault,April,2016,Q2,30.0,29.0,14.0,19.0,54.0,21.0,65.0,288.0,62.0,105.0,22.0,1173.0,92.0,98.0,62.0,21.0,14.0,14.0,5.0,2.0,449.0,6,5.44
ELMWOOD PARK,53.579591,-113.460917,Assault,February,2016,Q1,44.0,53.0,17.0,13.0,16.0,24.0,45.0,244.0,78.0,114.0,40.0,405.0,72.0,79.0,53.0,20.0,10.0,8.0,2.0,0.0,311.0,4,2.712
WEINLOS,53.459907,-113.413836,Sexual Assaults,November,2016,Q4,80.0,131.0,90.0,77.0,74.0,85.0,139.0,916.0,104.0,294.0,43.0,1275.0,28.0,100.0,102.0,42.0,17.0,26.0,6.0,5.0,839.0,1,1.362
WESTWOOD,53.575942,-113.498585,Assault,February,2016,Q1,61.0,58.0,15.0,5.0,99.0,39.0,154.0,780.0,271.0,188.0,101.0,1346.0,381.0,321.0,124.0,36.0,22.0,14.0,2.0,3.0,924.0,1,3.542
INDUSTRIAL HEIGHTS,53.580983,-113.437473,Sexual Assaults,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.132
CROMDALE,53.559061,-113.469043,Assault,December,2016,Q4,131.0,72.0,26.0,13.0,71.0,37.0,82.0,614.0,169.0,176.0,40.0,628.0,168.0,133.0,74.0,21.0,11.0,9.0,11.0,8.0,666.0,1,3.548
BOYLE STREET,53.547631,-113.479263,Assault,July,2016,Q3,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,21,11.098
WEIR INDUSTRIAL,53.511765,-113.406107,Robbery,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.042
RIO TERRACE,53.507314,-113.584549,Assault,May,2016,Q2,43.0,95.0,41.0,30.0,62.0,37.0,59.0,401.0,22.0,232.0,3.0,261.0,11.0,44.0,48.0,32.0,22.0,47.0,19.0,22.0,251.0,1,1.102
POLLARD MEADOWS,53.449115,-113.413032,Assault,February,2016,Q1,251.0,315.0,108.0,101.0,79.0,211.0,145.0,1154.0,143.0,294.0,44.0,1725.0,134.0,269.0,202.0,75.0,30.0,21.0,5.0,1.0,836.0,2,3.226
QUEEN ALEXANDRA,53.51222,-113.504812,Assault,December,2016,Q4,111.0,103.0,40.0,39.0,367.0,40.0,275.0,1560.0,214.0,355.0,29.0,2025.0,365.0,465.0,427.0,175.0,85.0,72.0,21.0,19.0,1261.0,3,4.46
BEACON HEIGHTS,53.573539,-113.40604,Assault,September,2016,Q3,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,3,3.048
YORK,53.602843,-113.430212,Assault,December,2016,Q4,180.0,237.0,122.0,113.0,98.0,106.0,187.0,1248.0,207.0,497.0,63.0,843.0,148.0,297.0,271.0,103.0,65.0,42.0,14.0,5.0,510.0,2,2.204
SPRUCE AVENUE,53.564635,-113.499502,Assault,March,2016,Q1,30.0,29.0,14.0,19.0,54.0,21.0,65.0,288.0,62.0,105.0,22.0,1173.0,92.0,98.0,62.0,21.0,14.0,14.0,5.0,2.0,449.0,5,5.5
